#Position (bp)	insert size
2.926573575E9	215.9
2.926675323E9	216.5822072072072
2.9273955645E9	215.17705570291778
2.9283065605E9	222.48533333333333
2.928675888E9	0.0
2.928905799E9	0.0
2.929078094E9	184.5
2.929177585E9	193.55555555555554
2.929312155E9	211.78002528445006
2.929457484E9	0.0
2.929658268E9	206.61344537815125
2.929885578E9	0.0
2.9300671115E9	254.65196078431373
2.9302185265E9	0.0
2.9303547775E9	0.0
2.930518526E9	236.0
2.930682299E9	221.32203389830508
2.9307971655E9	214.22485207100593
2.930854517E9	222.62076271186442
2.93107383E9	209.73684210526315
2.9313517695E9	202.53048780487805
2.9315308925E9	188.16883116883116
2.9317028365E9	215.6010781671159
2.9318023465E9	231.7624521072797
2.9319408055E9	229.60989643268124
2.9325515445E9	220.9358118843343
2.9331095955E9	0.0
2.9332331755E9	212.52542372881356
2.933321893E9	198.86896551724138
2.93344294E9	215.07231149567366
2.933566615E9	0.0
2.933681945E9	0.0
2.9338372665E9	200.84375
2.934009815E9	0.0
2.93414774E9	230.87028301886792
2.934243411E9	226.4856584093872
2.9343431015E9	205.5518453427065
2.9345144045E9	243.09316427783904
2.9347374925E9	226.72222222222223
2.934982691E9	225.00215517241378
2.9352665915E9	227.3038674033149
2.93544909E9	211.1069182389937
2.9355482175E9	209.2608695652174
2.935678085E9	245.2429245283019
2.935901925E9	0.0
2.9361164625E9	232.4532710280374
2.936242911E9	194.26666666666668
2.9363673145E9	286.0
2.936522572E9	210.72413793103448
2.936686298E9	200.22222222222223
2.936850338E9	238.7
2.937037971E9	227.3125
2.9372448465E9	204.68
2.9374273685E9	225.22222222222223
2.9375904835E9	224.21428571428572
2.937768082E9	218.11111111111111
2.9379456715E9	206.5
2.9381121175E9	232.7449494949495
2.9383003025E9	191.11111111111111
2.9384879905E9	195.8181818181818
2.9386500475E9	227.72964169381106
2.938920769E9	195.88235294117646
2.9396822515E9	224.01592039800994
2.940319939E9	209.3153846153846
2.94246535E9	232.27333333333334
2.9448629825E9	234.65217391304347
2.945276117E9	231.0
2.945440031E9	0.0
2.945667854E9	223.86482084690553
2.945880553E9	222.2034764826176
2.946041221E9	189.91525423728814
2.946434708E9	240.7655172413793
2.9468190745E9	229.30882352941177
2.9494979735E9	223.7202042304887
2.952147541E9	197.76190476190476
2.952294951E9	208.8972602739726
2.9525364005E9	211.35632183908046
2.9527433355E9	235.0222222222222
2.9527903395E9	0.0
2.9535019345E9	220.5113530326594
2.954297591E9	0.0
2.9544634765E9	248.49099099099098
2.9549070915E9	218.4505424377792
2.955308858E9	223.97260273972603
2.955482869E9	0.0
2.9557224705E9	202.1818181818182
2.9559104E9	211.1
2.9560879905E9	207.7
2.9562757145E9	218.5
2.956432736E9	231.75
2.956579642E9	199.1875
2.956763995E9	204.66666666666666
2.9570041095E9	216.9516129032258
2.957239189E9	225.77358490566039
2.9574278325E9	206.96969696969697
2.9576057785E9	218.99113082039912
2.957966948E9	206.27272727272728
